$ Aurora File: n15x15.gtr.au.dat	Date: 	Misc: 
$ Atem File: n15x15.gtr
VARIABLE W = 1.5e-05
VARIABLE L = 1.5e-05
VARIABLE T = 25
VARIABLE REGION = 0 

TABLE VGS  VBS  VDS  ID  
1.700000e+00   -1.100000e+00   3.300000e+00   2.320200e-05   
1.800000e+00   -1.100000e+00   3.300000e+00   2.984100e-05   
1.900000e+00   -1.100000e+00   3.300000e+00   3.731100e-05   
2.000000e+00   -1.100000e+00   3.300000e+00   4.553000e-05   
2.100000e+00   -1.100000e+00   3.300000e+00   5.463000e-05   
2.200000e+00   -1.100000e+00   3.300000e+00   6.445600e-05   
2.300000e+00   -1.100000e+00   3.300000e+00   7.514600e-05   
2.400000e+00   -1.100000e+00   3.300000e+00   8.661200e-05   
2.500000e+00   -1.100000e+00   3.300000e+00   9.875300e-05   
2.600000e+00   -1.100000e+00   3.300000e+00   1.117400e-04   
2.700000e+00   -1.100000e+00   3.300000e+00   1.254800e-04   
2.800000e+00   -1.100000e+00   3.300000e+00   1.398100e-04   
2.900000e+00   -1.100000e+00   3.300000e+00   1.549800e-04   
3.000000e+00   -1.100000e+00   3.300000e+00   1.708400e-04   
3.100000e+00   -1.100000e+00   3.300000e+00   1.872600e-04   
3.200000e+00   -1.100000e+00   3.300000e+00   2.044600e-04   
3.300000e+00   -1.100000e+00   3.300000e+00   2.221700e-04   
3.400000e+00   -1.100000e+00   3.300000e+00   2.406400e-04   
3.500000e+00   -1.100000e+00   3.300000e+00   2.597300e-04   
3.600000e+00   -1.100000e+00   3.300000e+00   2.792300e-04   
0.000000e+00   -2.200000e+00   3.300000e+00   5.900000e-13   
1.000000e-01   -2.200000e+00   3.300000e+00   5.600000e-13   
2.000000e-01   -2.200000e+00   3.300000e+00   6.900000e-13   
3.000000e-01   -2.200000e+00   3.300000e+00   7.200000e-13   
4.000000e-01   -2.200000e+00   3.300000e+00   7.400000e-13   
5.000000e-01   -2.200000e+00   3.300000e+00   7.600000e-13   
6.000000e-01   -2.200000e+00   3.300000e+00   7.800000e-13   
7.000000e-01   -2.200000e+00   3.300000e+00   7.800000e-13   
8.000000e-01   -2.200000e+00   3.300000e+00   2.280000e-12   
9.000000e-01   -2.200000e+00   3.300000e+00   5.202000e-11   
1.000000e+00   -2.200000e+00   3.300000e+00   1.150000e-09   
1.100000e+00   -2.200000e+00   3.300000e+00   2.894800e-08   
1.200000e+00   -2.200000e+00   3.300000e+00   2.683100e-07   
1.300000e+00   -2.200000e+00   3.300000e+00   1.055200e-06   
1.400000e+00   -2.200000e+00   3.300000e+00   2.579700e-06   
1.500000e+00   -2.200000e+00   3.300000e+00   4.943500e-06   
1.600000e+00   -2.200000e+00   3.300000e+00   8.165000e-06   
1.700000e+00   -2.200000e+00   3.300000e+00   1.222100e-05   
1.800000e+00   -2.200000e+00   3.300000e+00   1.717500e-05   
1.900000e+00   -2.200000e+00   3.300000e+00   2.299200e-05   
2.000000e+00   -2.200000e+00   3.300000e+00   2.960400e-05   
2.100000e+00   -2.200000e+00   3.300000e+00   3.711400e-05   
